date,market_price_usd,tx_volume_usd,tx_count,hash_rate,avg_tx_value_usd,price_change_pct,price_7d_avg,price_30d_avg,volume_7d_avg,year,month
2025-06-23,100997.71,9641640710.702705,290678.0,672382290.480386,94315.33838534002,-1.1201,103919.72,105871.16,7390754345.25,2025,6
2025-06-24,105380.3,,279124.0,735221756.880422,,4.3393,103717.15,105790.18,7051379218.14,2025,6
2025-06-25,106118.74,11874525132.589663,387919.0,898604369.5205159,110868.81998349006,0.7007,103933.21,105693.16,7321796015.84,2025,6
2025-06-26,107386.04,11793948204.87055,504341.0,986579622.4805663,109765.92653349006,1.1942,104286.8,105623.32,8411542370.46,2025,6
2025-06-27,106978.63,12887703108.271957,335434.0,722653863.6004148,120452.60071014005,-0.3794,104615.12,105556.35,9114301705.71,2025,6
2025-06-28,107110.33,3336314161.1267157,388943.0,911172262.800523,31097.101838999995,0.1231,105159.07,105533.09,9124993329.59,2025,6
2025-06-29,107334.13,3488152854.034,380608.0,995260121.1336331,32369.086432320008,0.2089,105900.84,105591.28,8837047361.93,2025,6
2025-06-30,108385.58,14136311601.559845,339268.0,843035679.3574839,131251.21123828003,0.9796,106956.25,105736.55,9586159177.08,2025,6
2025-07-01,107130.31,7525873041.10213,325613.0,779081248.5096745,70550.44312819999,-1.1582,107206.25,105819.05,9291832586.22,2025,7
2025-07-02,105705.84,9829934492.062973,366147.0,889547992.701345,90890.25868424994,-1.3297,107147.27,105819.19,8999748209.0,2025,7
2025-07-03,108846.62,11161785740.783573,361041.0,877919914.3653797,101833.99424330005,2.9712,107355.92,105917.18,8909439285.56,2025,7
2025-07-04,109636.88,16598074235.295662,366873.0,924432227.709241,152744.80064731,0.726,107735.67,106057.26,9439492303.71,2025,7
2025-07-05,108026.4,2818051738.286806,427456.0,912804149.3732755,26028.64680467,-1.4689,107866.54,106166.67,9365454814.73,2025,7
2025-07-06,108243.13,2856385887.529106,506401.0,930246266.8772235,26310.55156176001,0.2006,107996.39,106389.25,9275202390.95,2025,7
2025-07-07,109223.78,9758779721.625797,360355.0,877919914.3653797,89825.06076734999,0.906,108116.14,106550.65,8649840693.81,2025,7
2025-07-08,108300.56,8193896030.848373,354753.0,825593561.8535358,75428.62155889996,-0.8453,108283.32,106639.56,8745272549.49,2025,7
2025-07-09,108936.26,7732968413.466436,444726.0,953502423.549154,70623.50409940998,0.587,108744.8,106745.07,8445705966.83,2025,7
2025-07-10,111305.27,11593476507.743673,446575.0,994200697.7250328,102788.05926639997,2.1747,109096.04,106778.57,8507376076.4,2025,7
2025-07-11,115993.81,17966579616.717262,408758.0,872105875.197397,152867.33067027005,4.2123,110004.17,106969.05,8702876845.17,2025,7
2025-07-12,117562.14,7065294773.538602,395744.0,918141001.6128464,60198.228343990006,1.3521,111366.42,107264.84,9309625850.21,2025,7
2025-07-13,117446.02,4554222640.881363,399761.0,859946006.057642,38533.33827368001,-0.0988,112681.12,107654.53,9552173957.83,2025,7
2025-07-14,119095.39,28379995376.52119,457360.0,910161831.228891,235052.15147627998,1.4044,114091.35,108086.99,12212347622.82,2025,7
2025-07-15,119870.73,25653677929.517857,418737.0,1029424416.010608,218433.78152373995,0.651,115744.23,108567.12,14706602179.77,2025,7
2025-07-16,117762.36,15318731737.294672,399196.0,822284137.1792051,129006.55663460998,-1.7589,117005.1,108973.91,15790282654.6,2025,7
2025-07-17,118748.5,29735820375.44461,433844.0,853669027.9112357,249684.8179448299,0.8374,118068.42,109372.25,18382046064.27,2025,7
2025-07-18,119276.85,17065964092.484245,452162.0,903884853.0824848,143981.53900570006,0.4449,118537.43,109861.27,18253386703.67,2025,7
2025-07-19,118019.66,6034792021.890069,426040.0,891330896.7896729,51071.80148342003,-1.054,118602.79,110298.23,18106172024.86,2025,7
2025-07-20,117923.05,3737438458.7072406,414919.0,935269743.8145157,31634.88834212999,-0.0819,118670.93,110739.65,17989488570.27,2025,7
2025-07-21,117316.3,14562334193.0149,384438.0,941546721.960922,123365.99475521003,-0.5145,118416.78,111206.77,16015536972.62,2025,7
2025-07-22,117446.79,14170292447.359936,421750.0,941546721.960922,119415.30583445997,0.1112,118070.5,111716.94,14375053332.31,2025,7
2025-07-23,120001.46,10879734897.830894,366826.0,878776940.4968604,91786.09833831996,2.1752,118390.37,112350.4,13740910926.68,2025,7
2025-07-24,118780.28,11261125234.19587,409736.0,922715787.5217032,94803.49679939005,-1.0176,118394.91,112797.06,11101668763.64,2025,7
2025-07-25,118353.17,22820893392.68719,427905.0,1004316503.4249833,196219.13770785005,-0.3596,118262.96,113204.88,11923801520.81,2025,7
2025-07-26,117648.33,4964932334.15206,573275.0,970032969.1338755,42116.46886455999,-0.5955,118209.91,113546.95,11770964422.56,2025,7
2025-07-27,117947.26,3373298830.617135,472894.0,869131963.3112651,28416.73025099999,0.2541,118213.37,113912.57,11718944475.69,2025,7
2025-07-28,119461.83,12934438036.770037,502252.0,919884194.7454995,108951.31174241003,1.2841,118519.87,114324.29,11486387881.94,2025,7
2025-07-29,118037.15,13288768254.758938,350960.0,710531240.0792824,112265.56310749997,-1.1926,118604.21,114681.06,11360455854.43,2025,7
2025-07-30,117925.55,10499712187.637215,423333.0,869131963.3112651,89008.85931056004,-0.0945,118307.65,114999.06,11306166895.83,2025,7
2025-07-31,117828.87,9759826295.827438,485215.0,976980455.1090133,82549.62795366005,-0.082,118171.74,115355.67,11091695618.92,2025,7
2025-08-01,115754.1,15497763392.271341,400385.0,957948368.3211753,134519.93544117003,-1.7608,117800.44,115690.62,10045534190.29,2025,8
2025-08-02,113262.81,3157274637.0232015,309743.0,919884194.7454995,27803.199737760006,-2.1522,117173.94,115837.82,9787297376.42,2025,8
2025-08-03,112521.7,3752362442.6492014,283479.0,983324484.0382924,32914.54984487,-0.6543,116398.86,115933.98,9841449320.99,2025,8
2025-08-04,114226.86,11845762258.67677,443301.0,1084828946.9067616,103087.65813593003,1.5154,115651.01,116140.67,9685924209.83,2025,8
2025-08-05,115068.27,9313301817.800478,411399.0,875475992.2405444,81680.79516031001,0.7366,115226.88,116368.17,9118000433.13,2025,8
2025-08-06,114138.05,7655906247.251752,496208.0,913540165.8162203,66722.2516912,-0.8084,114685.81,116531.98,8711742441.64,2025,8
2025-08-07,115024.46,8976136352.994701,565200.0,1021388657.6139685,77354.85449797001,0.7766,114285.18,116756.11,8599786735.52,2025,8
2025-08-08,117510.56,10640830372.69743,474798.0,870485436.2761792,91075.95250244002,2.1614,114536.1,117041.92,7905939161.3,2025,8
2025-08-09,116676.54,3986623481.7432323,376121.0,746374213.3917352,34105.43972980998,-0.7097,115023.78,117220.96,8024417567.69,2025,8
2025-08-10,116485.38,4258627456.3488636,400467.0,868625162.1369333,35979.78627426999,-0.1638,115590.02,117237.35,8096741141.07,2025,8
2025-08-11,119295.42,11718980185.323074,449633.0,945836287.6602162,97226.39482139001,2.4124,116314.1,117295.12,8078629416.31,2025,8
2025-08-12,118715.93,11498642440.824318,367063.0,881493683.0574806,96386.80035009008,-0.4858,116835.19,117337.45,8390820933.88,2025,8
2025-08-13,120169.3,12888456394.703356,441094.0,1003744631.8026783,106840.32752639997,1.2242,117696.8,117373.25,9138328097.8,2025,8
2025-08-14,123359.45,14413520594.360933,484085.0,1042350194.56432,119746.26580944001,2.6547,118887.51,117489.54,9915097275.14,2025,8
2025-08-15,118387.9,14017254389.700182,430405.0,862190901.6766596,118544.57523323996,-4.0301,119012.85,117510.39,10397443563.29,2025,8
2025-08-16,117419.5,5504971480.001399,401706.0,978007589.9615842,46730.55083187998,-0.818,119118.98,117466.09,10614350420.18,2025,8
2025-08-17,117484.12,4633178834.210024,440879.0,978007589.9615842,39196.02422799999,0.055,119261.66,117406.34,10667857759.87,2025,8
2025-08-18,117455.5,10854550547.181856,478104.0,990876110.8821313,93541.72616445998,-0.0244,118998.81,117387.53,10544367811.57,2025,8
2025-08-19,116251.12,14441863554.129673,412417.0,862190901.6766596,125673.77717487997,-1.0254,118646.7,117331.8,10964827970.61,2025,8
2025-08-20,112816.34,11774848315.666763,424869.0,907230724.8985746,103517.34955069999,-2.9546,117596.28,117181.8,10805741102.18,2025,8
2025-08-21,114263.31,14001832264.62955,447767.0,958704808.5807632,123190.03136726996,1.2826,116296.83,117075.68,10746928483.65,2025,8
2025-08-22,112432.68,15328705213.824976,459717.0,939585701.641628,134169.86564041997,-1.6021,115446.08,116823.39,10934278601.38,2025,8
2025-08-23,116866.95,8101157832.036867,467080.0,980001769.6141683,69864.26387127004,3.9439,115367.15,116759.61,11305162365.95,2025,8
2025-08-24,115372.47,11032407922.931696,525890.0,1057370330.3731811,96251.98661231007,-1.2788,115065.48,116660.26,12219337950.06,2025,8
2025-08-25,113468.36,11581188386.265312,482127.0,909080588.9184059,103372.64112123998,-1.6504,114495.89,116520.92,12323143355.64,2025,8
2025-08-26,110138.68,12519504863.175747,456605.0,967107009.4876657,113517.21668032996,-2.9345,113622.68,116260.64,12048520685.5,2025,8
2025-08-27,111803.49,10326963402.219948,499276.0,967107009.4876657,92455.75216267002,1.5116,113477.99,116005.36,11841679983.58,2025,8
2025-08-28,111252.32,10466099084.99234,575612.0,1025133430.0569257,93023.25056754997,-0.493,113047.85,115779.2,11336575243.64,2025,8
2025-08-29,112572.88,23005469326.788795,596157.0,1063817710.4364324,210265.32106907992,1.187,113067.88,115600.78,12433255831.2,2025,8
2025-08-30,108370.55,9170965525.438213,628513.0,1018686049.9936746,84435.03117802997,-3.733,111854.11,115285.5,12586085501.69,2025,8
2025-08-31,108790.79,4626001308.177331,472908.0,851054168.3491462,42459.620104659996,0.3878,110913.87,115053.39,11670884556.72,2025,8
2025-09-01,108234.82,9872635249.510498,598757.0,1038028190.1834283,90644.84598623004,-0.511,110166.22,114885.79,11426805537.19,2025,9
2025-09-02,109250.51,11472795453.89586,592659.0,1050922950.3099302,103556.77560971,0.9384,110039.34,114776.75,11277275621.57,2025,9
2025-09-03,111202.95,10987680372.68799,411173.0,883291068.6654017,98262.19958889007,1.7871,109953.55,114675.95,11371663760.21,2025,9
2025-09-04,111737.55,10787959326.746689,395181.0,902633208.8551546,97479.85161483,0.4807,110022.86,114564.93,11417643794.75,2025,9
2025-09-05,110732.71,12937939673.7636,416432.0,957592801.7399701,115730.68626955997,-0.8993,109759.98,114451.42,9979425272.89,2025,9
2025-09-06,110657.04,3437337619.6244116,441035.0,946761026.3534616,31067.544743059978,-0.0683,110086.62,114305.84,9160335572.06,2025,9
2025-09-07,110231.14,2596166281.3931866,586276.0,1041437128.988808,23380.22405014,-0.3849,110292.39,114063.19,8870359139.66,2025,9
2025-09-08,111175.46,7661404614.42701,567934.0,1082012601.5468137,68472.57326382003,0.8567,110712.48,113879.82,8554469048.93,2025,9
2025-09-09,112078.8,10652209784.065067,619514.0,1129350652.8644862,95154.86959475,0.8125,111116.52,113732.93,8437242524.67,2025,9
2025-09-10,111523.15,11031790195.23848,643239.0,1149638389.1434891,97949.77891979003,-0.4958,111162.26,113473.86,8443543927.89,2025,9
2025-09-11,113969.34,12917697920.895584,598468.0,1014386813.9501374,113090.05704443001,2.1934,111481.09,113315.64,8747792298.49,2025,9
2025-09-12,115517.68,13838292752.335754,396513.0,811509451.1601102,119950.99491243005,1.3586,112164.66,113160.59,8876414166.85,2025,9
2025-09-13,116105.02,5789043918.79074,533108.0,953523605.1131293,49950.254430539964,0.5084,112942.94,112918.77,9212372209.59,2025,9
2025-09-14,115965.47,3898286436.661168,534198.0,1034674550.2291405,33690.999997449995,-0.1202,113762.13,112838.02,9398389374.63,2025,9
2025-09-15,115384.69,12687401399.611538,535154.0,1102300337.8258162,110068.99727344999,-0.5008,114363.45,112770.2,10116388915.37,2025,9
2025-09-16,115402.4,11014563418.224216,536633.0,1082012601.5468137,95060.14163452997,0.0153,114838.25,112700.81,10168153720.25,2025,9
2025-09-17,116797.5,12962249455.147718,362913.0,865610081.2374508,111547.60711133001,1.2089,115591.73,112678.87,10443933614.52,2025,9
2025-09-18,116453.08,13510976822.137205,448521.0,1087599379.1411881,115172.17625471999,-0.2949,115946.55,112685.6,10528687743.27,2025,9
2025-09-19,117128.97,11918810025.118149,478312.0,1188749380.7897809,102362.57418802005,0.5804,116176.73,112829.36,10254475925.1,2025,9
2025-09-20,115691.4,6506869820.089035,498549.0,1082611043.2192645,56113.9379623,-1.2273,116117.64,112876.96,10357022482.43,2025,9
2025-09-21,115751.15,3521336291.7833223,513490.0,1146294045.7615743,30420.397347089987,0.0516,116087.03,112987.58,10303172461.73,2025,9
2025-09-22,115317.03,15430507426.449467,456797.0,1061383375.7051616,136137.25130403994,-0.375,116077.36,112935.91,10695044751.28,2025,9
2025-09-23,112752.31,13380103763.332317,495947.0,1018928040.676955,118664.36173373,-2.2241,115698.78,112848.57,11032979086.29,2025,9
2025-09-24,112010.28,11030120453.67821,522936.0,1082611043.2192645,97600.27836607001,-0.6581,115014.89,112799.97,10756960657.51,2025,9
2025-09-25,113316.86,14251956295.883837,431725.0,997700373.1628518,127939.56520917997,1.1665,114566.86,112905.91,10862814868.05,2025,9
2025-09-26,109036.72,16962966523.57071,419078.0,934017370.6205422,154741.63407283006,-3.7771,113410.82,112813.69,11583408653.54,2025,9
2025-09-27,109698.86,5814233429.462753,526116.0,1096762821.5620003,52949.81522571998,0.6073,112554.74,112761.9,11484460597.74,2025,9
2025-09-28,109688.85,4533682940.126207,635424.0,1167521713.2756777,41200.828144589985,-0.0091,111688.7,112665.77,11629081547.5,2025,9
2025-09-29,112177.12,12421806232.98834,444460.0,990624483.9914839,109644.49760785,2.2685,111240.14,112792.66,11199267091.29,2025,9
2025-09-30,114404.31,18752461459.12848,555361.0,1139218156.5902066,164936.52655913,1.9854,111476.14,112979.77,11966746762.12,2025,9
2025-10-01,114034.76,17914942537.91964,473880.0,1076906913.283782,154148.00208738,-0.323,111765.35,113173.1,12950292774.15,2025,10
2025-10-02,118617.71,18501831007.64977,381586.0,1019764936.475331,154903.1230271,4.0189,112522.62,113485.34,13557417732.98,2025,10
2025-10-03,120627.96,23124603287.085655,387726.0,884796047.8241848,190983.25345785002,1.6947,114178.51,113799.51,14437651556.34,2025,10
2025-10-04,122282.99,8476077417.44032,422031.0,1004768393.2918702,69425.73038399,1.372,115976.24,114151.03,14817914983.19,2025,10
2025-10-05,122433.34,7752284226.2383795,525372.0,1117242467.1678262,62646.180838189975,0.123,117796.88,114541.05,15277715166.92,2025,10
2025-10-06,123519.47,16874408670.71981,431274.0,922287405.7828363,135410.93626760997,0.8871,119417.22,114969.79,15913801229.45,2025,10
2025-10-07,124776.68,19430972127.380543,430492.0,1034761479.6587919,157456.59540416003,1.0178,120898.99,115454.65,16010731324.92,2025,10
2025-10-08,121425.01,19009027532.640343,427474.0,1109744195.5760958,155087.79116722004,-2.6861,121954.74,115796.3,16167029181.31,2025,10
2025-10-09,123341.25,15183418026.848045,367782.0,899792591.007645,124715.15218261,1.5781,122629.53,116171.71,15692970184.05,2025,10
2025-10-10,121684.39,15376547532.03535,418155.0,989771850.1084098,129209.38869059001,-1.3433,122780.45,116510.42,14586105076.19,2025,10
2025-10-11,113139.0,13979800173.011082,444087.0,1102245923.9843652,124564.38762504996,-7.0226,121474.16,116482.74,15372351184.12,2025,10
2025-10-12,110787.57,5559262421.031401,463487.0,1087249380.8009045,49313.61679871997,-2.0784,119810.48,116325.07,15059062354.81,2025,10
2025-10-13,115105.0,9071959222.90638,491572.0,1139737281.943017,78787.37658943003,3.897,118608.41,116291.74,13944426719.41,2025,10
2025-10-14,115216.47,19576688920.433247,562791.0,1267207899.0024335,174064.82567448006,0.0968,117242.67,116266.77,13965243404.13,2025,10
2025-10-15,113092.61,21854225093.273422,480244.0,1079751109.2091742,194714.55587478995,-1.8434,116052.33,116190.37,14371700198.51,2025,10
2025-10-16,110784.88,13182320922.085176,497400.0,1124278123.987008,119462.70229669998,-2.0406,114258.56,116036.45,14085829183.54,2025,10
2025-10-17,108192.62,16097643605.953632,480068.0,1159633832.2093213,150669.15717453993,-2.3399,112331.16,115749.62,14188842908.38,2025,10
2025-10-18,106466.05,5298430674.653136,564018.0,1203393599.4625034,49466.9277942,-1.5958,111377.89,115416.72,12948647265.76,2025,10
2025-10-19,107209.72,5022667331.842184,443253.0,1013767941.3653816,46572.60637686998,0.6985,110866.76,115086.08,12871990824.45,2025,10
2025-10-20,108688.24,11951029124.0078,424653.0,1086700886.7873514,107743.17876165,1.3791,109950.08,114852.64,13283286524.61,2025,10
2025-10-21,110576.7,14951638311.044374,429039.0,1093994181.3295484,135834.76345763993,1.7375,109287.26,114680.16,12622565008.98,2025,10
2025-10-22,108448.06,15261276545.144241,489141.0,1115874064.956139,141112.97882927992,-1.925,108623.75,114451.19,11680715216.39,2025,10
2025-10-23,107614.03,12186213034.972124,426260.0,1035647824.9919723,111365.12703288997,-0.7691,108170.77,114279.92,11538414089.66,2025,10
2025-10-24,110082.72,12416172617.763527,571212.0,1305499723.053261,112065.44252351993,2.294,108440.79,114215.66,11012489662.78,2025,10
2025-10-25,111020.53,4877663200.916018,504399.0,1166927126.751518,43808.77788056001,0.8519,109091.43,114139.12,10952380023.67,2025,10
2025-10-26,111637.64,6847085319.891039,521328.0,1072114297.7029574,60716.37936568999,0.5559,109723.99,114225.82,11213011164.82,2025,10
2025-10-27,114531.59,16107727421.004858,507349.0,1072114297.7029574,139854.47083500004,2.5923,110558.75,114386.91,11806825207.25,2025,10
2025-10-28,114121.46,14459499246.59532,524707.0,1181513715.835912,126613.67375878002,-0.3581,111065.15,114534.66,11736519626.61,2025,10
2025-10-29,112923.91,13004147601.963224,392028.0,929747081.6588961,115717.30287684994,-1.0494,111704.55,114559.56,11414072634.73,2025,10
2025-10-30,110068.52,14514069160.323538,554058.0,1240553837.6668227,133306.12137997005,-2.5286,112055.2,114415.03,11746623509.78,2025,10
2025-10-31,108303.21,15203643065.771168,460063.0,1085484607.9584696,138344.7302077999,-1.6038,111800.98,114223.98,12144833573.78,2025,10
2025-11-01,109552.54,7076005652.664974,391320.0,1069977684.9876347,64210.75076070998,1.1535,111591.27,113921.81,12458882495.46,2025,11
2025-11-02,110047.16,3304825232.249682,408092.0,1201786530.2397344,29894.65991121,0.4515,111364.06,113569.11,11952845340.08,2025,11
2025-11-03,110601.99,14288895727.776064,447703.0,1100991530.929305,132934.68068265993,0.5042,110802.68,113179.75,11693012241.05,2025,11
2025-11-04,106533.38,17542018755.260174,375984.0,1015703454.5897113,169880.17927267004,-3.6786,109718.67,112649.75,12133372170.86,2025,11
2025-11-05,101523.49,13419921893.468367,396072.0,1069977684.9876347,130444.17649972004,-4.7026,108090.04,111916.55,12192768498.22,2025,11
2025-11-06,103883.58,15636906418.271948,416278.0,1085484607.9584696,152400.71896943008,2.3247,107206.48,111220.11,12353173820.78,2025,11
2025-11-07,101282.56,21461779028.83144,476245.0,1100991530.929305,211449.15030838005,-2.5038,106203.53,110548.7,13247193244.07,2025,11
2025-11-08,103328.81,4367137226.846394,351420.0,930415378.2501172,42605.12560223001,2.0203,105314.42,109881.61,12860212040.39,2025,11
2025-11-09,102280.42,3067078992.712991,466347.0,1093238069.4438875,29786.29331803,-1.0146,104204.89,109234.82,12826248291.88,2025,11
2025-11-10,104712.19,11484375771.963436,449593.0,1085484607.9584696,108484.49567830001,2.3776,103363.49,108953.92,12425602583.91,2025,11
2025-11-11,105962.29,10951056954.68874,481949.0,1186279607.2688992,104587.45996221995,1.1938,103281.91,108793.08,11484036612.4,2025,11
2025-11-12,103017.87,10604955346.718935,451023.0,1086613750.3494294,102660.48687111998,-2.7787,103495.39,108390.17,11081898534.29,2025,11
2025-11-13,101659.07,13088012217.047039,,,129058.86738307007,-1.319,103177.6,107938.26,10717770791.26,2025,11
2025-11-14,99675.15,24377100196.130707,,,252459.3167212,-1.9515,102947.97,107491.01,11134245243.73,2025,11
2025-11-15,94399.23,5644973418.0668,,,58775.836249449996,-5.2931,101672.32,106944.82,11316793271.05,2025,11
2025-11-16,95534.16,4776084095.964514,581852.0,1203542966.8475492,50153.382651590015,1.2023,100708.57,106522.88,11560936857.23,2025,11
2025-11-17,94187.75,19283577618.702053,415543.0,938612125.0886546,204612.45869375995,-1.4093,99205.07,106113.6,12675108549.62,2025,11
2025-11-18,92093.24,21605870788.453686,317239.0,1006737198.683799,235143.51367586004,-2.2238,97223.78,105609.72,14197224811.58,2025,11
2025-11-19,92979.11,17471565470.769844,361791.0,1037015009.1705301,191714.76735163998,0.9619,95789.67,105086.08,15178169115.02,2025,11
2025-11-20,91453.07,15177174553.160692,361895.0,991598293.4404337,168458.3316679901,-1.6413,94331.67,104448.62,15476620877.32,2025,11
2025-11-21,86467.17,21796370449.694958,413267.0,1142987345.8740876,258144.95656521,-5.4519,92444.82,103715.93,15107945199.26,2025,11
2025-11-22,85096.82,58388673977.72743,472342.0,1082431724.900626,689189.8360110199,-1.5848,91115.9,102965.35,22642759564.92,2025,11
2025-11-23,84677.63,17954745701.83514,317173.0,1074862272.2789433,210284.44049084003,-0.4926,89564.97,102118.52,24525425508.62,2025,11
2025-11-24,86786.92,14112416699.0278,400125.0,1082431724.900626,161658.31187932,2.491,88507.71,101310.73,23786688234.38,2025,11
2025-11-25,88276.26,11012928544.071537,350825.0,870487051.4935104,125835.93345726,1.7161,87962.43,100532.02,22273410770.9,2025,11
2025-11-26,87330.85,9204012840.881035,477042.0,1241390229.9559624,104415.97969886998,-1.071,87155.53,99625.33,21092331823.77,2025,11
2025-11-27,90517.55,9062460320.883312,403825.0,1061465507.6302311,99182.71522846994,3.649,87021.89,98838.53,20218801219.16,2025,11
2025-11-28,91305.47,9697972473.083769,511691.0,1113270480.6428328,105960.00355916997,0.8705,87713.07,98117.92,18490458651.07,2025,11
2025-11-29,90915.26,3552877104.767845,400703.0,1016787038.987121,39072.05507172001,-0.4274,88544.28,97479.47,10656773383.51,2025,11
2025-11-30,90830.82,3541872047.362618,517534.0,1239441135.1156871,38762.25978227001,-0.0929,89423.3,96897.06,8597791432.87,2025,11
2025-12-01,90376.43,13435643673.40069,402123.0,987099826.1699785,155833.04245539007,-0.5003,89936.09,96257.86,8501109572.06,2025,12
2025-12-02,86316.42,10845653512.26919,412650.0,942569006.9442655,121279.11339049,-4.4923,89656.11,95466.83,8477213138.95,2025,12
2025-12-03,91320.47,12509377018.149723,429624.0,979678022.9656931,134840.01764818002,5.7973,90226.06,94824.11,8949408021.42,2025,12
2025-12-04,93468.15,8105660617.511551,414109.0,979678022.9656931,87324.46945927001,2.3518,90647.57,94388.61,8812722349.51,2025,12
2025-12-05,92141.99,10280986733.847937,356330.0,883194581.309981,113460.30515090999,-1.4188,90767.08,94075.89,8896010101.04,2025,12
2025-12-06,89343.14,3044783369.686914,527061.0,1209753922.2985451,33967.75019777,-3.0375,90542.49,93591.21,8823425281.75,2025,12
2025-12-07,89230.51,2501885859.6408043,543191.0,1187488512.6856885,27871.32259132,-0.1261,90313.87,93189.47,8674855826.36,2025,12
2025-12-08,90455.3,13483240526.988363,580273.0,1098426874.2342618,148058.30925102002,1.3726,90325.14,92760.36,8681655376.87,2025,12
2025-12-09,90643.57,9695891171.237087,448961.0,957412613.3528363,105559.7755715,0.2081,90943.3,92372.46,8517403613.87,2025,12
2025-12-10,92703.59,11784957025.173037,550483.0,1150379496.6642606,127509.54987238,2.2727,91140.89,91972.18,8413915043.44,2025,12
2025-12-11,91985.09,10736904008.783623,472857.0,1179902024.3226545,118574.00307629998,-0.7751,90929.03,91506.27,8789806956.48,2025,12
2025-12-12,92497.93,10803224575.612886,417151.0,1068190154.3848839,118148.00342703995,0.5575,90979.88,91155.6,8864412362.45,2025,12
2025-12-13,90269.59,4017753379.5852885,495923.0,1053456497.083023,44478.118546040016,-2.4091,91112.23,90775.95,9003408078.15,2025,12
2025-12-14,90280.87,2848683491.374594,416686.0,942954067.3190697,31806.109473630004,0.0125,91262.28,90462.81,9052950596.96,2025,12
2025-12-15,88166.45,8379084323.59204,423355.0,987155039.2246507,95577.42904675004,-2.342,90935.3,90255.05,8323785425.05,2025,12
2025-12-16,86422.9,10531766894.152073,443734.0,1082923811.686744,120828.48353467,-1.9776,90332.35,89951.34,8443196242.61,2025,12
2025-12-17,87835.39,12489831561.278057,446512.0,1016622353.8283721,142810.62275886,1.6344,89636.89,89739.6,8543892604.91,2025,12
2025-12-18,86132.82,9848892393.375822,463881.0,1060823325.7339536,113334.19306397003,-1.9384,88800.85,89540.92,8417033802.71,2025,12
2025-12-19,85458.35,8969389739.72798,434180.0,1068190154.3848839,102233.35540229002,-0.7831,87795.2,89290.23,8155057397.58,2025,12
2025-12-20,88098.82,4973933952.339513,440896.0,1082923811.686744,56333.28063036002,3.0898,87485.09,89178.42,8291654622.26,2025,12
2025-12-21,88337.41,2519189997.1456137,441101.0,1016622353.8283721,28522.44517350001,0.2708,87207.45,89240.76,8244584123.09,2025,12
2025-12-22,88615.72,8820610202.54576,427277.0,1023989182.4793022,98840.19783789001,0.3151,87271.63,89358.06,8307659248.65,2025,12
2025-12-23,88485.37,12185261277.52939,431004.0,1068190154.3848839,138971.15806203996,-0.1471,87566.27,89484.98,8543872731.99,2025,12
2025-12-24,87424.67,11504123666.75912,501255.0,1171325755.4979067,131841.99539690997,-1.1987,87507.59,89506.24,8403057318.49,2025,12
2025-12-25,87607.78,3024468762.6361113,464027.0,1016973817.768314,34436.06582332998,0.2094,87718.3,89483.96,7428139656.95,2025,12
2025-12-26,87223.66,9450221823.643654,517078.0,1149714808.6043208,107545.51440204999,-0.4385,87970.49,89480.38,7496829954.66,2025,12
2025-12-27,87300.34,3357464428.8442717,470913.0,1002315474.1678696,38331.70564519002,0.0879,87856.42,89373.14,7265905737.01,2025,12
2025-12-28,87790.37,2110737904.6223104,543992.0,1142344841.882498,24025.474084030004,0.5613,87778.27,89255.97,7207555438.08,2025,12
2025-12-29,87835.12,17986843413.77039,547262.0,1134974875.1606758,204341.06918392997,0.051,87666.76,89153.3,8517017325.4,2025,12
2025-12-30,87123.05,12213235203.818419,369499.0,877026039.8968855,138538.20061906992,-0.8107,87472.14,89029.71,8521013600.58,2025,12
2025-12-31,88423.54,17317990785.43975,408137.0,980205574.0024016,196214.68867961015,1.4927,87614.84,88964.61,9351566046.11,2025,12
2026-01-01,87493.87,5461748379.32022,469099.0,1112864974.9952078,62095.39928878998,-1.0514,87598.56,89003.86,9699748848.49,2026,1
2026-01-02,88735.0,8968206910.814333,458965.0,1061275207.9424502,100089.24139228999,1.4185,87814.47,88917.68,9630889575.23,2026,1
2026-01-03,89944.05,2473500733.0217514,501272.0,1142344841.882498,27468.138715120007,1.3625,88192.14,88800.21,9504609047.26,2026,1
2026-01-04,90590.94,2506209767.9706717,474589.0,1068645174.6642727,27466.058207409988,0.7192,88592.22,88748.51,9561105027.74,2026,1
2026-01-05,91467.97,11806112633.600658,409625.0,972835607.2805791,126502.22571417998,0.9681,89111.2,88819.33,8678143487.71,2026,1
2026-01-06,93882.39,11114364069.907026,424895.0,958095673.8369341,119316.07610386,2.6396,90076.82,88974.4,8521161897.15,2026,1
2026-01-07,93738.8,9963351045.469955,425191.0,1083385108.1079175,108411.73846815001,-0.1529,90836.15,89083.85,7470499077.16,2026,1
2026-01-08,91272.61,9338603708.545887,334415.0,965289669.1289088,103033.5903669,-2.6309,91375.97,89104.82,8024335552.76,2026,1
2026-01-09,91030.38,12518853021.095198,355655.0,1033929118.9983668,137892.56708015996,-0.2654,91703.88,89049.04,8531570711.37,2026,1
2026-01-10,90495.68,8121569827.731763,488786.0,1179552938.5756013,89598.92895526002,-0.5874,91782.68,88999.39,9338437724.9,2026,1
2026-01-11,90378.79,4985913693.124658,290317.0,888305299.4211321,54946.895389329955,-0.1292,91752.37,88928.76,9692681142.78,2026,1
