date,market_price_usd,tx_volume_usd,tx_count,hash_rate,avg_tx_value_usd
2024-12-27,95685.77,9580652001.738985,348241.0,852361031.782643,100345.80647402004
2024-12-28,94152.68,2677566056.8358884,298580.0,771440680.6640378,28238.99430931
2024-12-29,95144.81,5228175703.420922,419112.0,853049703.3260739,55111.059615990016
2024-12-30,93536.42,13470587113.382612,374721.0,867710155.9849901,144241.55066789998
2024-12-31,92652.68,13251695752.866476,312513.0,703991258.6293316,140906.14902825002
2025-01-01,93406.74,6553323746.3020735,292213.0,764021520.9930731,69500.11447318998
2025-01-02,94409.13,6110103532.896917,402440.0,911368528.6131656,63231.46349058999
2025-01-03,96853.63,8269717281.335514,409341.0,774936114.1501169,84885.99752657005
2025-01-04,98122.01,2758643852.77057,432302.0,813137190.1997707,28130.11184958001
2025-01-05,98242.07,2386538450.1449366,433954.0,851338266.2494245,24335.086925150004
2025-01-06,98319.2,10720151138.280603,366260.0,725820444.9434196,106495.75123878001
2025-01-07,102253.31,12571059044.880728,352121.0,731277741.5219413,126294.78293384997
2025-01-08,96916.58,12232111996.713434,399976.0,682162072.3152436,128250.19282253005
2025-01-09,95049.45,7267610310.966393,534013.0,829509079.9353366,77833.58494077004
2025-01-10,92493.26,8226023524.658946,408769.0,774936114.1501169,87131.83742224998
2025-01-11,94702.66,2717776436.9154506,361190.0,753106927.8360293,28764.193670009998
2025-01-12,94569.61,2524860229.613659,380525.0,939753829.6056751,26664.567607340006
2025-01-13,94478.37,7428143322.801004,408248.0,702796044.3776932,80158.99862936002
2025-01-14,94497.68,8476643246.566211,352684.0,845551490.8919123,88188.49503643998
2025-01-15,96527.14,9736046043.950031,354014.0,763192579.4414012,98941.88888539998
2025-01-16,100511.85,15219278220.789003,375439.0,702796044.3776932,153217.81199789004
2025-01-17,99976.92,13726669241.249104,425661.0,823589114.5051093,132859.47945338005
2025-01-18,104103.44,5389522873.899006,360666.0,713777232.5710948,51936.69142879001
2025-01-19,104408.89,5860881893.009443,388509.0,823589114.5051093,55932.91269371999
